"alloc_method","adjusted","rerandomized","power.pvalue","power.rerand","power.ci","coverage","bias","segt1k","nsim","time_elapsed","modelno","method_name","trial_size","outcome_type","outcome_marginal_prevalence","prognostic_factor_number","prognostic_factor_type","prognostic_factor_prevalence","bT","bZ","alpha","prognostic_factor_effect_size","treatment_assignment_effect_size","entry_time_effect_size","allocation_ratio"
CR,0,0, 0.029, 0.000, 0.046, 0.954, 0.021, 0.001,5010,23.72,2,CR_REG_UN,32,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
SBR,0,0, 0.026, 0.000, 0.052, 0.948,-0.002, 0.000,5010,29.39,2,SBR_REG_UN,32,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.025, 0.000, 0.044, 0.956,-0.003, 0.000,5010,73.42,2,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.049, 0.057, 0.000, 1.000,-0.010, 0.000,5010,75794.33,2,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.25,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.015, 0.000, 0.017, 0.983,-0.004, 0.291,5010,29.57,3,CR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.017, 0.000, 0.021, 0.979, 0.191, 0.254,5010,36.43,3,SBR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.018, 0.000, 0.021, 0.979, 0.122, 0.267,5010,83.75,3,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,0,0, 0.001, 0.000, 0.002, 0.998, 0.139, 0.245,5010,25.32,3,CR_REG_UN,32,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.000, 0.000, 0.001, 0.999, 0.130, 0.233,5010,30.92,3,SBR_REG_UN,32,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.001, 0.000, 0.001, 0.999, 0.051, 0.234,5010,78.04,3,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.071, 0.071, 0.000, 1.000, 0.122, 0.000,5010,79595.47,3,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,1,0, 0.019, 0.000, 0.027, 0.973, 0.004, 0.005,5010,26.2,4,CR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.022, 0.000, 0.033, 0.967,-0.014, 0.002,5010,31.62,4,SBR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.025, 0.000, 0.035, 0.965,-0.004, 0.002,5010,80.4,4,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,0,0, 0.023, 0.000, 0.040, 0.960, 0.008, 0.000,5010,23.03,4,CR_REG_UN,32,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.017, 0.000, 0.041, 0.959, 0.004, 0.000,5010,29.17,4,SBR_REG_UN,32,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.022, 0.000, 0.043, 0.957,-0.007, 0.000,5010,76.43,4,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.050, 0.056, 0.000, 1.000,-0.004, 0.000,5010,76411.51,4,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.25,0,0,0.05,3,1,1,0.5
CR,1,0, 0.009, 0.000, 0.012, 0.988, 0.072, 0.330,5010,30.3,5,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,1,0, 0.008, 0.000, 0.009, 0.991,-0.062, 0.303,5010,36.67,5,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.005, 0.000, 0.007, 0.993, 0.119, 0.315,5010,83.53,5,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,0,0, 0.000, 0.000, 0.001, 0.999, 0.089, 0.325,5010,25.45,5,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,0,0, 0.000, 0.000, 0.001, 0.999,-0.071, 0.303,5010,31.92,5,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.000, 0.000, 0.002, 0.998, 0.146, 0.310,5010,78.27,5,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.083, 0.078, 0.000, 1.000, 0.119, 0.000,5010,79512.52,5,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.026, 0.000, 0.036, 0.964,-0.016, 0.002,5010,26.25,6,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,1,0, 0.026, 0.000, 0.036, 0.964, 0.003, 0.000,5010,30.88,6,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.026, 0.000, 0.037, 0.963, 0.012, 0.000,5010,76.14,6,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,0,0, 0.029, 0.000, 0.045, 0.955,-0.012, 0.001,5010,23.14,6,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
SBR,0,0, 0.025, 0.000, 0.046, 0.954, 0.001, 0.000,5010,29.12,6,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.025, 0.000, 0.047, 0.953, 0.013, 0.000,5010,73.74,6,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.052, 0.062, 0.000, 1.000, 0.012, 0.000,5010,75293.12,6,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,1.1,1,1,0.5
CR,1,0, 0.018, 0.000, 0.021, 0.979, 0.024, 0.265,5010,31.29,7,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.022, 0.000, 0.026, 0.974, 0.217, 0.213,5010,36.7,7,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.020, 0.000, 0.025, 0.975,-0.044, 0.234,5010,83.71,7,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,0,0, 0.001, 0.000, 0.002, 0.998, 0.031, 0.250,5010,25.54,7,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.001, 0.000, 0.002, 0.998, 0.192, 0.209,5010,31,7,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.001, 0.000, 0.002, 0.998,-0.025, 0.226,5010,77.14,7,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.077, 0.070, 0.000, 1.000,-0.044, 0.000,5010,78509.08,7,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,1,0, 0.022, 0.000, 0.031, 0.969, 0.002, 0.008,5010,26.17,8,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,1,0, 0.028, 0.000, 0.036, 0.964, 0.013, 0.002,5010,31.81,8,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.024, 0.000, 0.031, 0.969,-0.007, 0.004,5010,78.38,8,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,0,0, 0.025, 0.000, 0.044, 0.956,-0.021, 0.001,5010,23.3,8,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
SBR,0,0, 0.016, 0.000, 0.032, 0.968,-0.011, 0.000,5010,29.34,8,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.019, 0.000, 0.035, 0.965,-0.002, 0.000,5010,75.45,8,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.050, 0.059, 0.000, 1.000,-0.007, 0.000,5010,74990.12,8,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,0,0.05,3,1,1,0.5
CR,1,0,0.009,0.000,0.011,0.989,0.672,0.339,5010,31.85,9,CR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.007,0.000,0.007,0.992,0.624,0.298,5010,37.41,9,SBR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.008,0.000,0.010,0.990,0.740,0.319,5010,84.47,9,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.001,0.000,0.001,0.999,0.646,0.324,5010,25.5,9,CR_REG_UN,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,0,0,0.000,0.000,0.000,1.000,0.544,0.294,5010,31.52,9,SBR_REG_UN,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.000,0.000,0.001,0.999,0.638,0.314,5010,78.6,9,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.088,0.077,0.000,0.968,0.740,0.000,5010,79239.63,9,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.025,0.000,0.033,0.965,0.041,0.002,5010,26.2,10,CR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.027,0.000,0.038,0.966,0.019,0.000,5010,31.51,10,SBR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.033,0.000,0.043,0.959,0.017,0.000,5010,78.73,10,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.027,0.000,0.042,0.964,0.021,0.000,5010,23.64,10,CR_REG_UN,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,0,0,0.022,0.000,0.046,0.968,0.008,0.000,5010,28.93,10,SBR_REG_UN,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.029,0.000,0.053,0.961,0.012,0.000,5010,76.17,10,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.060,0.063,0.000,1.000,0.017,0.000,5010,75501.15,10,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.016,0.000,0.019,0.982,0.539,0.290,5010,30.71,11,CR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0,0.017,0.000,0.020,0.979,0.679,0.261,5010,36.46,11,SBR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.020,0.000,0.022,0.978,0.679,0.268,5010,82.26,11,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0,0.001,0.000,0.001,0.998,0.491,0.245,5010,25.39,11,CR_REG_UN,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0,0.000,0.000,0.001,0.999,0.496,0.237,5010,31.28,11,SBR_REG_UN,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.001,0.000,0.001,0.999,0.446,0.238,5010,76.71,11,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.071,0.070,0.000,0.982,0.679,0.000,5010,78340.75,11,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0, 0.023, 0.000, 0.031, 0.969, 0.041, 0.004,5010,27.34,12,CR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0, 0.024, 0.000, 0.036, 0.966, 0.020, 0.002,5010,32.57,12,SBR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.026, 0.000, 0.037, 0.965, 0.023, 0.002,5010,80.11,12,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0, 0.025, 0.000, 0.041, 0.967, 0.011, 0.000,5010,22.94,12,CR_REG_UN,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0, 0.017, 0.000, 0.042, 0.971, 0.003, 0.000,5010,28.96,12,SBR_REG_UN,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.022, 0.000, 0.045, 0.967,-0.009, 0.000,5010,76.56,12,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.054, 0.059, 0.000, 1.000, 0.023, 0.000,5010,76811.08,12,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.25,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0,0.009,0.000,0.012,0.988,0.616,0.332,5010,30.71,13,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.007,0.000,0.008,0.992,0.354,0.303,5010,35.83,13,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.004,0.000,0.007,0.992,0.640,0.314,5010,84.39,13,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.001,0.000,0.001,0.999,0.571,0.328,5010,25.83,13,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,0,0,0.000,0.000,0.001,0.999,0.302,0.303,5010,31.48,13,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.000,0.000,0.001,0.999,0.611,0.310,5010,79.98,13,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.086,0.079,0.000,0.967,0.640,0.000,5010,78195.24,13,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.029,0.000,0.041,0.963,0.010,0.001,5010,26.04,14,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,1,0,0.024,0.000,0.036,0.969,0.017,0.000,5010,31.21,14,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.024,0.000,0.035,0.969,0.025,0.001,5010,78.46,14,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,0,0,0.030,0.000,0.050,0.960,0.004,0.000,5010,23.51,14,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
SBR,0,0,0.023,0.000,0.048,0.968,0.005,0.000,5010,29.18,14,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.023,0.000,0.049,0.968,0.014,0.000,5010,76.33,14,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.053,0.064,0.000,1.000,0.025,0.000,5010,75187.79,14,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,1.1,1.1,1,0.5
CR,1,0,0.019,0.000,0.022,0.977,0.522,0.261,5010,31.24,15,CR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0,0.021,0.000,0.025,0.975,0.566,0.213,5010,36.6,15,SBR_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.022,0.000,0.026,0.974,0.429,0.230,5010,84.88,15,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0,0.002,0.000,0.002,0.997,0.436,0.247,5010,25.62,15,CR_REG_UN,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0,0.000,0.000,0.002,0.999,0.483,0.210,5010,30.73,15,SBR_REG_UN,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.001,0.000,0.002,0.998,0.371,0.222,5010,78.91,15,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.079,0.071,0.000,0.983,0.429,0.000,5010,78532.79,15,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0, 0.027, 0.000, 0.037, 0.967, 0.032, 0.008,5010,26.74,16,CR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,1,0, 0.028, 0.000, 0.034, 0.966, 0.030, 0.004,5010,31.29,16,SBR_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,0, 0.028, 0.000, 0.039, 0.962, 0.037, 0.003,5010,79.3,16,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,0,0, 0.031, 0.000, 0.048, 0.960,-0.011, 0.001,5010,23.6,16,CR_REG_UN,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
SBR,0,0, 0.018, 0.000, 0.038, 0.975,-0.014, 0.000,5010,29.44,16,SBR_REG_UN,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,0,0, 0.022, 0.000, 0.047, 0.968,-0.011, 0.000,5010,76.99,16,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CAA-MI-2-PBA-0.70,1,1, 0.056, 0.061, 0.000, 1.000, 0.037, 0.000,5010,75406.98,16,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.5,0,0.0953101798043249,0.05,3,1.1,1,0.5
CR,1,0,0.015,0.000,0.018,0.958,5.988,0.413,5010,31.07,17,CR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.012,0.000,0.015,0.962,5.713,0.381,5010,37.28,17,SBR_REG_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.013,0.000,0.016,0.957,5.943,0.392,5010,84.05,17,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.004,0.000,0.007,0.968,5.138,0.400,5010,26.48,17,CR_REG_UN,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.003,0.000,0.006,0.971,4.991,0.377,5010,32.01,17,SBR_REG_UN,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.003,0.000,0.006,0.968,5.122,0.389,5010,78.4,17,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.096,0.147,0.000,0.977,5.943,0.000,5010,78379.49,17,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.1,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,1,0,0.210,0.000,0.248,0.967,0.344,0.008,5010,26.08,18,CR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,1,0,0.232,0.000,0.269,0.966,0.280,0.005,5010,31.86,18,SBR_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,0,0.222,0.000,0.262,0.967,0.283,0.005,5010,79.59,18,CAA-MI-2-PBA-0.70_REG_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CR,0,0,0.230,0.000,0.295,0.962,0.131,0.003,5010,23.36,18,CR_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
SBR,0,0,0.230,0.000,0.323,0.961,0.099,0.001,5010,28.96,18,SBR_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,0,0,0.219,0.000,0.316,0.962,0.092,0.001,5010,76.89,18,CAA-MI-2-PBA-0.70_REG_UN,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
CAA-MI-2-PBA-0.70,1,1,0.308,0.326,0.000,0.997,0.283,0.000,5010,75503.12,18,CAA-MI-2-PBA-0.70_RERAND_ADJ,32,binary,0.5,2,binary,0.25,0,1.09861228866811,0.05,1.1,3,1,0.5
